"","LS_K2","LS_K4","LS_K5","LS_K7","NL_K1","NL_K3","NL_K6","Normal_410","Normal_N19","Normal_N1","Normal_N20","Normal_N2","Normal_N3"
"ENSG00000162928",238,284,448,416,326,597,430,615,414,398,487,531,480
"ENSG00000162924",100,84,103,200,80,149,178,146,230,89,149,119,128
"ENSG00000144504",609,586,623,699,464,861,786,799,804,737,664,556,847
"ENSG00000213772",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119185",1319,1880,1554,1574,1846,2145,1504,1773,2252,2560,2265,2405,2157
"ENSG00000119203",696,898,720,810,497,945,817,742,928,395,849,520,548
"ENSG00000134330",593,932,744,742,510,822,457,578,628,810,839,675,587
"ENSG00000239300",0,6,0,1,1,3,3,1,0,1,0,0,0
"ENSG00000271855",3,13,2,6,4,15,10,1,7,6,6,5,0
"ENSG00000134308",3682,3861,4789,4839,4115,6299,4603,7122,6234,6936,7862,5986,5452
"ENSG00000207086",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244260",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200034",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240960",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243491",452,671,393,490,339,458,395,311,441,232,394,359,235
"ENSG00000151694",833,818,1213,1284,547,1128,1184,873,984,718,1331,1003,1108
"ENSG00000235529",2,3,23,10,4,2,18,0,3,3,1,3,12
"ENSG00000222007",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228499",0,1,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000238812",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264676",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207049",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168505",0,3,0,0,2,0,1,0,0,2,0,0,0
"ENSG00000200745",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157985",795,647,843,989,1066,1311,909,1427,1231,1431,1240,1532,1840
"ENSG00000231189",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235610",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171951",93,179,206,335,12,8,5,5,17,5,6,2,7
"ENSG00000226539",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000085449",601,613,1023,1202,467,1093,942,1050,917,873,1043,802,1149
"ENSG00000135900",396,428,408,420,494,677,569,724,589,638,564,655,495
"ENSG00000228802",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135919",1183,1715,3632,3883,651,734,498,403,393,661,759,441,433
"ENSG00000152056",29,35,55,49,47,165,111,64,64,73,87,59,60
"ENSG00000286239",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000153561",1042,1033,1461,1766,1738,2964,2963,3013,3729,2233,2662,2540,2632
"ENSG00000172116",97,61,64,43,106,22,54,53,127,137,43,74,39
"ENSG00000213605",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231351",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226114",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000153563",216,125,156,133,169,50,92,41,203,226,88,127,53
"ENSG00000116044",3074,2941,3721,4969,3026,7929,6424,5779,7668,2403,4805,5259,5381
"ENSG00000213963",71,97,161,212,108,204,227,145,417,83,158,115,122
"ENSG00000115758",1031,1118,1409,1392,1187,1405,1208,981,1110,1143,1082,1240,984
"ENSG00000185013",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000170144",4061,4666,5393,5567,4216,7721,7158,5622,5901,3802,7176,5286,4681
"ENSG00000233757",51,42,95,67,47,50,45,34,41,40,47,17,34
"ENSG00000071054",5011,4115,7107,7649,1367,2614,2004,1953,2376,2493,2877,2519,2711
"ENSG00000187833",0,2,1,1,0,2,2,0,0,6,1,0,0
"ENSG00000184492",1,1,0,2,0,2,1,0,0,0,1,1,0
"ENSG00000284643",0,0,1,0,0,0,0,0,0,0,14,0,0
"ENSG00000284667",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284718",0,0,2,1,0,2,3,0,0,0,30,0,0
"ENSG00000284635",0,0,1,0,0,2,2,0,0,0,12,0,0
"ENSG00000173699",0,0,1,0,5,0,1,2,2,0,0,0,0
"ENSG00000283428",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000284629",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284704",0,0,2,0,0,1,0,0,1,0,67,0,1
"ENSG00000284725",0,0,1,0,0,0,1,0,0,0,25,0,0
"ENSG00000288658",27,21,55,26,12,18,13,15,8,11,6,11,15
"ENSG00000213115",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200650",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207951",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000144366",69,63,258,206,51,215,161,167,151,141,172,80,121
"ENSG00000116062",742,728,1041,920,437,792,887,735,686,366,723,607,787
"ENSG00000151779",1143,1258,1506,1247,889,998,1136,1121,1029,1130,1078,1295,1050
"ENSG00000256637",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204685",118,153,164,199,91,256,200,108,186,165,218,160,140
"ENSG00000289410",9,12,8,10,12,23,13,8,11,11,8,14,27
"ENSG00000230407",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238698",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257045",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119042",256,243,660,472,68,164,175,140,154,144,164,104,111
"ENSG00000153234",75,112,105,117,137,180,180,221,216,142,250,822,97
"ENSG00000205111",4,0,0,4,0,0,2,1,4,0,4,3,0
"ENSG00000272979",7,20,7,14,8,19,23,10,19,17,18,19,9
"ENSG00000189362",92,124,143,137,73,145,106,102,153,134,132,109,111
"ENSG00000236854",0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000206951",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223951",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115760",890,846,1630,1430,455,1854,1326,1030,1236,576,1497,836,1100
"ENSG00000289811",1,2,1,0,0,0,2,1,0,0,0,2,0
"ENSG00000223564",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232502",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212140",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278631",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163060",1,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000237055",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232128",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233158",0,0,1,0,0,1,0,1,0,0,1,0,0
"ENSG00000074054",927,842,1295,1285,843,1736,1379,1612,1711,1232,1950,1588,1549
"ENSG00000234988",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288960",0,0,1,0,0,0,0,0,0,0,0,1,0
"ENSG00000230918",86,86,67,75,14,53,11,9,14,5,34,11,5
"ENSG00000289855",0,1,6,0,0,5,1,1,1,2,0,1,0
"ENSG00000289856",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000231609",9,4,9,20,43,62,61,61,66,65,54,78,33
"ENSG00000233862",2,7,3,1,2,3,1,3,5,2,2,3,0
"ENSG00000234929",1,0,0,0,2,2,2,4,2,4,0,4,0
"ENSG00000279227",21,31,30,29,24,32,13,36,47,33,25,34,32
"ENSG00000231312",119,171,123,209,180,282,281,267,341,290,237,290,244
"ENSG00000228414",2,0,1,0,0,3,2,2,0,0,1,1,0
"ENSG00000226702",0,0,2,0,0,1,0,0,0,0,0,0,0
"ENSG00000228162",3,0,0,0,0,3,1,0,0,0,3,1,0
"ENSG00000226856",6,4,6,9,4,6,5,11,8,10,5,13,2
"ENSG00000152117",828,642,784,815,463,1075,1189,558,862,746,904,1065,869
"ENSG00000289191",8,6,18,11,11,15,6,5,1,21,10,31,19
"ENSG00000226266",4,9,6,6,3,10,2,12,5,8,9,3,16
"ENSG00000289941",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289943",1,1,3,3,4,2,0,5,5,5,2,2,4
"ENSG00000233806",9,54,14,50,17,84,38,34,28,10,38,11,7
"ENSG00000286525",0,0,0,2,6,3,0,1,5,1,0,2,0
"ENSG00000232973",27,47,28,30,18,121,59,16,47,25,189,87,46
"ENSG00000289974",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289982",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000228590",32,23,24,38,31,43,41,47,81,42,48,27,60
"ENSG00000260101",41,18,33,56,23,37,40,23,63,54,49,49,21
"ENSG00000289296",0,0,0,5,0,2,1,0,0,0,3,0,0
"ENSG00000225889",39,122,55,77,78,102,147,72,103,94,146,75,72
"ENSG00000290000",0,3,0,2,2,6,9,1,2,2,5,8,0
"ENSG00000228262",2,3,0,0,4,1,1,2,7,2,4,3,5
"ENSG00000235092",109,70,65,91,56,125,65,97,129,110,176,118,166
"ENSG00000240687",5,2,1,4,0,1,1,4,1,3,1,4,0
"ENSG00000224184",3,3,5,3,1,0,0,0,0,3,2,0,0
"ENSG00000290023",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000279317",1,3,1,3,5,6,9,6,17,2,10,6,17
"ENSG00000223536",0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229743",1,0,1,0,1,0,0,1,0,8,3,4,0
"ENSG00000290030",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231327",4,7,2,0,4,7,3,6,3,6,2,3,3
"ENSG00000289326",0,0,0,0,0,0,2,0,2,2,5,1,0
"ENSG00000289033",0,0,1,2,0,2,2,0,0,0,0,1,5
"ENSG00000273456",52,64,33,45,94,81,73,118,112,105,68,130,91
"ENSG00000289135",26,65,22,30,77,77,68,89,81,89,51,65,67
"ENSG00000233143",11,11,17,24,13,98,46,29,32,23,56,49,12
"ENSG00000272913",24,70,81,58,79,120,83,106,97,111,79,41,60
"ENSG00000290050",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224165",16,35,41,22,36,54,45,38,70,37,28,39,26
"ENSG00000233723",0,0,4,1,0,2,1,1,0,0,9,4,0
"ENSG00000233230",8,30,12,20,5,24,10,9,9,2,6,7,3
"ENSG00000289422",0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286833",4,0,3,3,3,12,3,1,7,3,7,2,0
"ENSG00000271991",0,0,1,2,0,0,3,1,2,0,2,2,0
"ENSG00000289556",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289529",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290060",0,2,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000288819",0,0,0,0,0,0,3,0,0,0,0,1,0
"ENSG00000289018",6,30,10,10,13,50,21,22,28,22,15,23,8
"ENSG00000260025",36,90,33,55,71,73,107,98,57,102,85,94,60
"ENSG00000228541",3,6,2,0,13,33,8,10,1,20,39,22,9
"ENSG00000236204",10,14,9,22,7,44,20,23,13,17,17,21,24
"ENSG00000224577",35,88,63,66,43,54,53,19,33,25,40,31,31
"ENSG00000236502",0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000288902",1,0,2,0,0,0,0,0,1,0,0,0,0
"ENSG00000163364",449,594,795,516,111,183,111,40,143,118,112,105,175
"ENSG00000272769",0,0,0,0,1,1,0,0,1,1,0,0,0
"ENSG00000290071",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288932",0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000268603",2,7,5,11,5,7,1,9,9,10,2,2,10
"ENSG00000283839",0,3,2,3,0,3,0,0,1,2,1,2,0
"ENSG00000234350",2,1,3,1,3,2,4,4,2,2,6,0,0
"ENSG00000289545",1,9,3,0,0,2,0,0,1,2,1,0,0
"ENSG00000285872",2,5,2,3,1,1,3,4,3,1,0,7,0
"ENSG00000236008",1,3,1,1,2,3,4,4,3,1,3,1,1
"ENSG00000234362",18,17,17,9,0,5,2,2,3,6,7,1,7
"ENSG00000227403",9,25,11,27,40,105,30,112,87,130,86,86,68
"ENSG00000271615",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286532",55,109,56,70,85,155,106,91,172,168,87,146,171
"ENSG00000225765",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231890",7,26,21,31,16,46,31,29,54,14,26,19,21
"ENSG00000226622",4,0,1,0,0,3,2,3,4,15,2,11,26
"ENSG00000288734",0,1,3,0,0,25,4,9,0,5,3,0,0
"ENSG00000222020",5,21,5,3,7,18,2,14,25,13,4,5,2
"ENSG00000225539",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289364",0,1,2,1,0,16,1,7,5,10,3,1,0
"ENSG00000205334",0,6,4,0,0,5,2,0,0,0,14,1,0
"ENSG00000288858",1,5,0,6,4,3,4,0,2,2,0,1,0
"ENSG00000224509",0,3,0,0,0,0,1,1,0,1,1,0,0
"ENSG00000270659",11,26,7,35,22,69,43,56,65,21,23,62,34
"ENSG00000281162",4,20,13,18,5,36,21,32,39,16,36,13,2
"ENSG00000231969",5,18,3,10,3,12,3,6,5,9,7,6,4
"ENSG00000223960",92,113,197,160,56,139,82,68,92,97,160,85,136
"ENSG00000226791",10,20,29,11,0,4,3,1,3,2,0,0,0
"ENSG00000239332",46,78,29,41,11,28,13,12,17,21,24,12,31
"ENSG00000289253",2,2,1,0,0,6,2,1,3,0,2,1,5
"ENSG00000232044",1,0,3,1,0,0,0,0,1,2,6,1,2
"ENSG00000231943",1,0,5,4,1,5,3,3,5,5,11,6,4
"ENSG00000290085",4,14,15,26,14,18,11,28,20,16,19,17,2
"ENSG00000225953",58,56,108,93,52,62,77,84,82,122,71,103,31
"ENSG00000290086",2,0,4,1,1,2,1,1,2,4,2,1,0
"ENSG00000224376",61,21,13,17,8,16,12,5,7,16,17,9,14
"ENSG00000270019",0,1,6,0,0,3,2,4,1,0,1,1,0
"ENSG00000235688",10,53,4,16,18,29,29,17,6,5,23,17,14
"ENSG00000237298",108,250,240,218,63,266,243,118,142,89,307,72,182
"ENSG00000290092",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236859",67,90,88,87,97,144,109,100,131,88,137,101,90
"ENSG00000290093",0,2,1,0,2,1,0,1,1,1,3,2,0
"ENSG00000229056",9,6,22,16,13,5,8,6,6,4,4,1,13
"ENSG00000289205",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279526",7,4,3,3,18,9,3,8,3,15,11,15,6
"ENSG00000289370",13,32,9,14,34,38,18,41,42,49,31,48,33
"ENSG00000289615",10,22,3,9,29,14,24,39,15,26,20,19,8
"ENSG00000289300",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273080",10,13,10,15,10,28,29,35,37,44,28,35,19
"ENSG00000289076",0,0,1,1,0,0,0,0,0,1,0,2,0
"ENSG00000289091",0,0,0,1,0,0,2,0,0,0,0,0,0
"ENSG00000290097",0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000289129",0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000234171",86,107,99,89,133,144,102,125,102,141,112,132,68
"ENSG00000289002",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290100",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290104",4,57,47,15,3,0,5,2,0,0,4,0,0
"ENSG00000289156",4,4,2,4,6,1,2,2,5,5,3,2,0
"ENSG00000289567",0,2,0,0,2,0,0,1,0,0,0,1,0
"ENSG00000257135",59,45,46,28,19,34,26,21,31,46,39,49,15
"ENSG00000230773",0,1,3,5,0,3,3,1,2,5,4,3,0
"ENSG00000290110",0,2,0,5,0,6,1,0,5,0,0,4,0
"ENSG00000290112",0,0,0,0,1,1,0,0,0,2,0,0,0
"ENSG00000235576",29,24,21,41,17,16,12,3,15,29,16,8,0
"ENSG00000222041",350,399,344,293,91,83,100,46,82,172,143,124,104
"ENSG00000290113",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000235026",0,2,0,0,2,14,0,3,6,9,3,9,5
"ENSG00000227946",44,77,73,92,90,101,127,106,139,113,113,109,64
"ENSG00000289474",0,0,0,0,1,0,0,6,476,1,0,3,7
"ENSG00000285569",5,2,0,2,4,5,1,0,1,1,2,10,0
"ENSG00000270820",12,29,32,22,27,75,44,35,30,32,41,38,36
"ENSG00000236213",1,12,6,5,1,5,5,0,5,1,2,6,0
"ENSG00000233639",11,17,1,0,12,10,1,9,21,18,40,12,27
"ENSG00000225111",1,0,1,0,2,4,1,2,4,5,2,4,0
"ENSG00000225062",3,3,2,4,2,6,2,3,4,0,0,0,0
"ENSG00000290118",0,0,0,0,2,0,1,0,0,0,1,0,0
"ENSG00000179818",405,547,632,670,332,818,819,454,747,495,792,562,582
"ENSG00000231621",0,4,7,3,6,0,2,1,1,1,3,1,4
"ENSG00000272606",7,26,11,20,9,20,22,15,16,15,24,17,12
"ENSG00000289327",6,14,17,7,6,6,2,8,10,13,1,14,8
"ENSG00000226853",2,14,10,4,10,7,12,4,5,15,4,10,0
"ENSG00000288869",6,15,19,17,4,10,5,3,4,7,12,5,0
"ENSG00000289608",2,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000290119",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000237883",37,75,39,52,51,85,105,52,91,73,95,86,34
"ENSG00000272994",30,37,38,59,21,99,75,33,66,20,57,41,50
"ENSG00000287115",2,23,11,11,27,21,24,15,13,37,38,52,43
"ENSG00000224152",48,73,89,82,46,76,57,54,66,75,75,38,59
"ENSG00000232606",4,8,1,3,2,2,1,2,0,1,3,3,3
"ENSG00000151690",823,539,949,1204,1134,1820,2122,2307,2679,1264,2007,1836,2088
"ENSG00000290089",0,1,3,3,0,0,3,2,0,1,1,1,0
"ENSG00000237326",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202160",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214657",0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000238371",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233718",1,3,1,0,2,0,0,1,2,2,3,1,0
"ENSG00000223850",0,0,3,0,0,2,0,0,0,0,0,0,0
"ENSG00000243541",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226764",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236289",0,0,1,1,0,1,0,0,0,0,1,0,0
"ENSG00000134323",20,46,32,24,35,82,61,66,79,113,330,40,46
"ENSG00000231646",0,4,2,5,3,17,5,0,1,0,6,2,0
"ENSG00000212581",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226747",2,8,0,3,0,4,5,1,1,0,3,2,0
"ENSG00000188738",15,2,5,25,6,19,7,11,26,14,47,0,2
"ENSG00000287129",3,8,3,5,1,6,11,3,8,1,4,0,0
"ENSG00000224019",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000226410",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232568",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000259915",5,7,1,4,10,12,16,6,15,3,12,8,21
"ENSG00000227692",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000065548",853,1190,1237,1365,720,1949,1479,1367,1341,556,1343,1025,1095
"ENSG00000224323",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237877",10,22,16,28,12,35,21,25,28,21,29,14,0
"ENSG00000213639",2618,2408,4625,3840,4153,6176,5988,4855,5053,5336,4707,4955,3985
"ENSG00000186281",165,99,44,49,129,34,22,34,41,304,51,64,57
"ENSG00000199884",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213197",0,0,2,0,0,0,0,0,0,1,2,3,0
"ENSG00000287085",0,0,2,0,0,0,2,0,0,0,0,0,0
"ENSG00000289202",0,0,1,0,0,3,2,0,0,0,4,1,6
"ENSG00000157827",186,257,683,425,162,605,548,442,347,496,804,441,316
"ENSG00000226124",30,81,64,92,51,83,47,61,48,63,90,82,16
"ENSG00000186235",12,39,12,9,10,19,13,8,20,11,9,11,45
"ENSG00000204872",2,2,1,1,0,0,0,1,1,1,0,4,0
"ENSG00000228509",4,5,12,10,3,27,6,9,2,11,10,15,1
"ENSG00000227542",3,2,6,9,0,2,2,1,4,4,2,3,0
"ENSG00000144410",0,5,11,1,15,24,11,15,7,7,12,1,32
"ENSG00000253008",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237892",1,0,4,7,0,0,3,0,2,1,3,0,0
"ENSG00000229647",9,19,22,14,11,16,5,3,11,10,22,8,3
"ENSG00000277590",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224342",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234902",2,9,7,9,3,3,7,0,5,1,1,0,3
"ENSG00000286568",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225916",0,1,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000240440",0,0,1,3,0,0,1,0,0,0,1,0,0
"ENSG00000225064",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221628",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118263",502,497,1142,1012,199,602,394,339,403,540,749,559,751
"ENSG00000183733",1,1,0,1,1,1,0,0,1,0,1,2,0
"ENSG00000228034",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000152672",9,33,30,12,27,76,38,14,10,1,38,15,5
"ENSG00000231386",0,0,1,0,1,3,2,1,0,0,2,2,0
"ENSG00000116031",1270,2606,1193,2228,1052,2036,2504,2048,2378,3105,2506,2168,2011
"ENSG00000144043",1866,2279,2891,3017,2126,3291,2706,3333,3359,4221,3111,3558,3473
"ENSG00000272735",5,6,0,2,6,6,5,8,12,2,6,5,3
"ENSG00000202141",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221498",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231203",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162999",34,30,81,64,41,80,68,43,82,16,40,46,27
"ENSG00000224643",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163002",132,184,220,238,220,421,344,325,421,197,277,243,297
"ENSG00000061676",2293,1797,3698,3878,2398,5581,4809,6078,5215,3839,5048,4077,4620
"ENSG00000130294",44,108,46,51,151,216,94,135,195,83,131,129,252
"ENSG00000236682",85,93,129,142,59,92,87,44,87,73,110,79,59
"ENSG00000163166",389,772,631,550,250,1035,735,442,526,124,606,322,348
"ENSG00000275588",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199964",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287123",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234572",0,0,1,5,1,0,0,1,1,0,2,0,0
"ENSG00000237638",32,82,48,39,54,50,33,30,36,30,66,60,43
"ENSG00000244534",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227394",0,0,0,1,0,0,3,0,0,0,0,0,0
"ENSG00000115902",1111,1133,1367,1431,1213,1287,1268,1573,2035,1703,1526,1159,2624
"ENSG00000252892",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000232613",0,12,2,3,4,0,0,0,0,0,0,1,0
"ENSG00000138069",2964,3081,4633,4035,2579,4418,3572,3691,3698,2704,3475,3529,3187
"ENSG00000272025",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273763",0,4,3,1,1,10,1,3,2,4,7,1,6
"ENSG00000172974",33,12,17,19,34,27,32,23,37,39,38,38,49
"ENSG00000138071",2737,2113,5636,4857,2095,4089,3671,4351,3825,3381,3646,3380,4080
"ENSG00000085982",1050,1235,1502,1304,615,1548,1150,907,1091,772,1098,1065,1323
"ENSG00000259916",2,5,3,0,0,26,7,18,15,49,22,9,1
"ENSG00000284622",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000284631",0,0,0,0,0,0,2,0,0,0,23,0,0
"ENSG00000234281",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115365",1400,1419,1928,2677,1814,2912,3072,4130,3329,2775,3104,2832,3073
"ENSG00000021826",26,27,99,71,40,83,121,86,102,52,133,107,146
"ENSG00000288732",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280837",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288937",4,15,2,4,12,25,15,11,15,3,10,11,18
"ENSG00000021574",297,188,522,525,279,367,480,351,542,312,338,286,366
"ENSG00000272716",3,6,2,5,5,6,3,3,3,3,8,8,1
"ENSG00000235864",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232799",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240286",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229670",1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000289113",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286249",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000222317",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000144406",0,7,3,0,4,16,14,9,6,3,13,1,34
"ENSG00000237194",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197713",312,421,774,683,389,789,717,714,784,655,731,639,662
"ENSG00000272807",20,26,35,19,9,47,41,6,24,13,40,3,10
"ENSG00000078018",464,432,494,664,702,1236,1539,1112,1259,672,1121,955,939
"ENSG00000153827",2563,2433,3288,3298,1745,3712,2899,2737,2906,1783,3058,2218,2453
"ENSG00000153214",572,508,1214,1110,329,808,789,875,909,591,814,537,686
"ENSG00000290108",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000055917",1764,2068,2593,2742,1965,3387,3295,3056,3665,2413,3616,2846,2953
"ENSG00000203635",1,0,1,0,0,1,0,1,0,0,0,0,0
"ENSG00000130508",4584,3645,12760,7906,365,750,883,376,488,1243,768,730,867
"ENSG00000227061",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000035115",635,791,1134,1545,989,2003,2562,1627,2586,1302,1545,2060,1788
"ENSG00000143727",1065,1243,1345,1359,1073,2012,1544,1615,1786,1569,1685,1837,1301
"ENSG00000233684",0,1,0,0,0,2,0,0,0,0,0,2,0
"ENSG00000189292",5,18,15,15,17,90,39,69,64,66,59,64,84
"ENSG00000228643",0,0,0,0,0,3,0,0,0,3,0,0,0
"ENSG00000235779",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277997",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236856",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226277",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231826",12,71,38,62,77,166,134,149,58,63,123,109,131
"ENSG00000233978",0,2,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000207087",0,0,0,1,0,1,0,1,3,0,2,3,0
"ENSG00000288992",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287255",0,4,1,2,2,7,2,2,3,7,3,5,0
"ENSG00000288886",32,51,20,40,53,37,34,45,92,65,75,58,56
"ENSG00000230587",19,24,30,48,39,50,53,32,43,77,70,60,41
"ENSG00000286796",0,1,5,3,0,1,0,1,1,0,0,4,0
"ENSG00000287387",10,31,34,16,30,43,33,5,15,30,37,38,22
"ENSG00000152518",4211,4772,4834,5581,7400,6596,6558,9948,7063,7574,7000,9341,8991
